City_ID,City,Country,Max Temp,Current Description,Latitudes,Longitudes,Hotel Name
331,San Andres,CO,82.42,scattered clouds,12.5847,-81.7006,Hotel Arena Blanca
334,Hazorasp,UZ,28.24,few clouds,41.3194,61.0742,Kemping wifi hotel
335,Vanimo,PG,84.56,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
338,Salinopolis,BR,79.83,scattered clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
339,Port Elizabeth,ZA,65.1,overcast clouds,-33.918,25.5701,39 On Nile Guest House
340,Dingle,PH,73.22,scattered clouds,10.9995,122.6711,SEGAYA PROPERTY
342,Arrifes,PT,61.23,broken clouds,37.7667,-25.7,Hotel Ponta Delgada
346,Cervo,ES,52.97,overcast clouds,43.6702,-7.4101,Hotel Spa Galatea
347,Presidencia Roque Saenz Pena,AR,82.76,clear sky,-26.7852,-60.4388,Hotel Aconcagua
348,Gladstone,AU,80.53,scattered clouds,-23.85,151.25,Highpoint International Hotel
351,Requena,ES,44.53,scattered clouds,39.4883,-1.1004,Hotel Avenida
352,Tual,ID,82.44,moderate rain,-5.6667,132.75,Grand Vilia Hotel
353,Hithadhoo,MV,81.27,overcast clouds,-0.6,73.0833,Scoop Guest House
354,Soma,TR,52.99,few clouds,39.1855,27.6094,Hotel Labella
355,Bathsheba,BB,81.21,scattered clouds,13.2167,-59.5167,Atlantis Hotel
356,Mahibadhoo,MV,82.17,scattered clouds,3.7833,72.9667,Omadhoo Inn
357,Shache,CN,29.34,overcast clouds,38.4167,77.2406,Delong Hotel
359,Keti Bandar,PK,72.7,clear sky,24.1447,67.4497,Haji laloo memon house
360,Voi,KE,71.26,overcast clouds,-3.3945,38.563,Voi Wildlife Lodge
361,Praia,CV,72.14,clear sky,14.9215,-23.5087,LT Aparthotel
362,Ishikari,JP,36.81,few clouds,43.2397,141.3539,ザ・吉岡
363,Mercedes,AR,73.02,clear sky,-34.6515,-59.4307,Posada del Inti Centro
365,Porto Walter,BR,72.66,overcast clouds,-8.2686,-72.7439,Secretaria de saúde
366,Ambon,ID,82.54,light rain,-3.6954,128.1814,Swiss-Belhotel Ambon
367,Port Keats,AU,83.82,overcast clouds,-14.25,129.55,TDC Village (Hundred Man Camp)
371,Virginia Beach,US,57.25,overcast clouds,36.8529,-75.978,Hilton Virginia Beach Oceanfront
372,Ilam,NP,55.78,scattered clouds,26.9167,87.9167,चियाबारी कटेज
374,Vrangel,RU,39.34,broken clouds,42.7297,133.0839,"Отель ""БАЛИ"""
376,Sorong,ID,81.14,overcast clouds,-0.8833,131.25,Waigo Splash Hotel
377,Maragogi,BR,77.31,light rain,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
378,Eslamshahr,IR,44.04,haze,35.5605,51.2346,چاپ روژان
379,Carndonagh,IE,39.78,light rain,55.25,-7.2667,Riversdale Country House
380,Mount Gambier,AU,68.22,broken clouds,-37.8333,140.7667,The Commodore
382,Buraydah,SA,62.67,few clouds,26.326,43.975,فندق راحة السلام
383,Hurricane,US,68.99,few clouds,37.1753,-113.2899,Super 8 by Wyndham Hurricane Zion National Park
385,Moundou,TD,78.22,scattered clouds,8.5667,16.0833,Planete Life
387,Biloela,AU,77.65,scattered clouds,-24.4167,150.5,Biloela Silo Motor Inn
388,Perth,AU,67.08,clear sky,-31.9333,115.8333,Beatty Lodge
392,Vangaindrano,MG,74.59,light rain,-23.35,47.6,Hotel Fanilo
393,Bucerias,MX,82.38,broken clouds,20.75,-105.3333,Royal Decameron Complex - Puerto Vallarta
394,Hammerfest,NO,28.85,few clouds,70.6634,23.6821,Skytterhuset
395,Vila Velha,BR,78.75,scattered clouds,-20.3297,-40.2925,Quality Suites Vila Velha
396,Amahai,ID,81.03,overcast clouds,-3.3333,128.9167,HOTEL ISABELA
397,Sao Joao Da Barra,BR,75.6,scattered clouds,-21.6403,-41.0511,Pousada Porto De Canoas
398,Qinzhou,CN,53.55,clear sky,21.95,108.6167,Jinjiang Inn Style Qingzhou Walmart
399,Bangalore,IN,66.02,overcast clouds,12.9762,77.6033,The Chancery Hotel
400,Ambilobe,MG,75.56,clear sky,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
401,Yarmouth,US,43.97,clear sky,41.7057,-70.2286,Blue Rock Resort
402,Santa Cruz Cabralia,BR,77.23,scattered clouds,-16.2781,-39.0247,Puerto Princesa Inn
403,Nantucket,US,43.02,clear sky,41.2835,-70.0995,Jared Coffin House
404,Ojinaga,MX,76.57,clear sky,29.5667,-104.4167,Suites Las Palmas
405,Aksu,CN,29.61,overcast clouds,41.1231,80.2644,Pudong Holiday Hotel
406,Santa Rosa,PH,74.86,broken clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
407,Mampong,GH,75.13,scattered clouds,7.0627,-1.4001,Adom Upscale Hotel
411,Benghazi,LY,64.22,scattered clouds,32.1167,20.0667,Tibesti Hotel
414,Mancora,PE,74.61,overcast clouds,-4.1078,-81.0475,Máncora Marina Hotel
415,Jumla,NP,40.21,broken clouds,29.2747,82.1838,Royal Garden Hotel
416,Broken Hill,AU,77.86,scattered clouds,-31.95,141.4333,Royal Exchange Hotel
418,Praia Da Vitoria,PT,61.05,broken clouds,38.7333,-27.0667,Hotel Branco I
419,The Hammocks,US,77.0,clear sky,25.6715,-80.4445,Casa tío Hernan
420,Takoradi,GH,80.56,scattered clouds,4.8845,-1.7554,Raybow International Hotel
421,Beberibe,BR,86.16,few clouds,-4.1797,-38.1306,Villa Arte Pousada Morro Branco
422,Djibo,BF,77.34,clear sky,14.1022,-1.6306,Centre Des Ressources DPENA
423,Imbituba,BR,71.82,light rain,-28.24,-48.6703,Praia Hotel Imbituba
424,Tecoanapa,MX,83.41,clear sky,16.5167,-98.75,Hotel Manglares
425,Kulevcha,UA,49.39,overcast clouds,46.0303,29.9361,Гостевой дом «Болгарский двор»
426,Suez,EG,56.93,clear sky,29.9737,32.5263,Green House
427,Ca Mau,VN,69.19,overcast clouds,9.1769,105.15,Khách Sạn Mường Thanh Luxury Cà Mau
428,Aktau,KZ,34.38,overcast clouds,43.65,51.2,Silk Way Hotel
429,Sao Gabriel Da Cachoeira,BR,74.82,overcast clouds,-0.1303,-67.0892,Alarne - Área De Lazer Do Alto Rio Negro
430,Yelizovo,RU,26.74,broken clouds,53.1873,158.3805,Kamchatskiy Stil' Hostel
431,Sao Felix Do Xingu,BR,73.02,overcast clouds,-6.6447,-51.995,Rio Xingu Camping
432,Yulara,AU,78.22,clear sky,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
433,Melnikovo,RU,32.04,overcast clouds,56.5558,84.085,Шегарка
436,Vila Franca Do Campo,PT,63.19,scattered clouds,37.7167,-25.4333,Pestana Bahia Praia
437,Giyon,ET,54.19,clear sky,8.5333,37.9833,Negash Lodge
438,Rapid City,US,27.7,overcast clouds,44.0805,-103.231,"Hotel Alex Johnson Rapid City, Curio Collection by Hilton"
439,Lompoc,US,79.09,clear sky,34.6391,-120.4579,"Holiday Inn Express Lompoc, an IHG Hotel"
440,Kendari,ID,75.72,overcast clouds,-3.945,122.4989,Hotel Wixel
441,Edgewater,US,74.28,overcast clouds,28.9889,-80.9023,Islander Beach Resort
442,Ahipara,NZ,74.77,broken clouds,-35.1667,173.1667,Ahipara Holiday Park
443,Hofn,IS,41.11,moderate rain,64.2539,-15.2082,Hótel Höfn
444,Adeje,ES,66.97,few clouds,28.1227,-16.726,Gran Tacande Wellness & Relax
445,Abha,SA,53.42,clear sky,18.2164,42.5053,Abha Hotel
446,Cap Malheureux,MU,78.48,clear sky,-19.9842,57.6142,Pereybere Hotel & Spa
447,Bibiani,GH,72.86,clear sky,6.4635,-2.3194,Rodick Hotel
448,Luganville,VU,85.12,few clouds,-15.5333,167.1667,The Espiritu Hotel
449,Santa Maria,BR,78.1,few clouds,-29.6842,-53.8069,Hotel Morotin
450,Skjervoy,NO,27.36,scattered clouds,70.0311,20.9714,Skjervøy Byggeservice AS
451,Chandbali,IN,70.45,overcast clouds,20.7833,86.7667,KABITA HOMES
452,Lazaro Cardenas,MX,82.15,broken clouds,17.9583,-102.2,quinta antigua
453,Bartica,GY,77.32,overcast clouds,6.4,-58.6167,Sloth Island Nature Resort
454,Port Pirie,AU,66.29,broken clouds,-33.1833,138.0167,John Pirie Motor Inn
455,Nortelandia,BR,75.99,moderate rain,-14.4547,-56.8028,Hotel Karysmã
456,Dali,CN,46.76,broken clouds,25.7,100.1833,Dali Travelling With Hostel
457,Tandalti,SD,76.17,clear sky,13.0167,31.8667,منزل : الهادي محمد مساعد
458,Iracoubo,GF,77.83,light rain,5.4802,-53.2011,Le Gîte d’Iracoubo
459,Neuquen,AR,84.09,clear sky,-38.9516,-68.0591,Hotel del Comahue
460,Saint-Joseph,RE,75.56,scattered clouds,-21.3667,55.6167,"""Plantation Bed and Breakfast"
462,Ajdabiya,LY,57.43,clear sky,30.7554,20.2263,Almadina Hotel
463,Saint-Pierre,RE,76.64,clear sky,-21.3393,55.4781,Lindsey Hôtel
465,Manta,EC,76.78,broken clouds,-0.95,-80.7333,Balandra Hotel
466,Zhanaozen,KZ,37.49,overcast clouds,43.3,52.8,K.korabay 28A
467,Buta,CD,72.36,overcast clouds,2.7858,24.73,HOTEL BISO NA BISO
468,Vung Tau,VN,75.24,overcast clouds,10.346,107.0843,Green hotel
469,Lagoa,PT,63.07,broken clouds,39.05,-27.9833,Casa Das Faias
470,Lima,PE,69.91,broken clouds,-12.0432,-77.0282,Gran Hotel Bolivar Lima
472,Port Hardy,CA,39.2,overcast clouds,50.6996,-127.4199,Airport Inn
473,Mahon,ES,45.16,clear sky,39.8885,4.2658,ARTIEM Capri
475,Carutapera,BR,79.41,scattered clouds,-1.195,-46.02,Lidera
476,Ures,MX,83.08,clear sky,29.4333,-110.4,Hotel HACIENDA San Francisco
477,Ponta Delgada,PT,63.5,broken clouds,37.7333,-25.6667,Vila Nova Hotel
479,Cabo San Lucas,MX,81.52,broken clouds,22.8909,-109.9124,Hotel Tesoro Los Cabos
481,Rawson,AR,64.81,scattered clouds,-43.3002,-65.1023,Hosteria Sampedro
482,Auki,SB,81.66,light rain,-8.7676,160.7034,Auki Motel
483,Trairi,BR,81.32,clear sky,-3.2778,-39.2689,janelas do mar
484,Cozumel,MX,78.87,scattered clouds,20.5083,-86.9458,Cozumel Palace® All Inclusive Resort
486,Along,IN,56.08,broken clouds,28.1667,94.7667,Hotel West
487,Kapoeta,SS,82.13,overcast clouds,4.7717,33.5903,Eastgate Hotel
488,Cooma,AU,58.23,overcast clouds,-36.2333,149.1333,High Country Motel
489,Sterling,US,48.97,overcast clouds,39.0062,-77.4286,Hampton Inn & Suites Washington-Dulles International Airport
490,Raha,IN,65.98,light rain,26.2333,92.5167,"Greedy, Brainless Rent House ( অহংকাৰী, প‌ইচাখকুৱা ভাড়াঘৰ)"
492,Novopskov,UA,30.45,overcast clouds,49.5464,39.0899,"Sanatorno-Ozdorovchyy Kompleks ""Perlyna"""
493,Ampanihy,MG,73.2,clear sky,-24.7,44.75,Angora Hotel
494,Mpongwe,ZM,74.64,overcast clouds,-13.5091,28.155,GCMF Office & Lodge
495,Saint-Francois,FR,37.47,overcast clouds,46.4154,3.9054,Manoir Du Bonheur
496,Baft,IR,44.17,clear sky,29.234,56.6057,بافت خیابان طالقانی غربی ساختمان مادر
498,Alaca,TR,43.32,clear sky,40.1683,34.8425,يلدز محلا
499,Big Spring,US,76.48,clear sky,32.2504,-101.4787,Hampton Inn & Suites Big Spring
500,Faya,SA,53.71,clear sky,18.3851,42.4509,املاك خالد الشعشوع
503,Rio Grande,BR,68.95,few clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
504,Tautira,PF,86.02,broken clouds,-17.7333,-149.15,Pension Oaoa
508,Tutoia,BR,81.36,scattered clouds,-2.7619,-42.2744,Pousada Guará's
510,Hit,IQ,54.46,clear sky,33.6416,42.8251,صالون زيرو
511,Fare,PF,81.09,broken clouds,-16.7,-151.0167,Maitai Lapita Village Huahine
512,Grevesmuhlen,DE,37.65,overcast clouds,53.8667,11.1833,Ringhotel am See
513,Mayo,US,50.99,clear sky,38.8876,-76.5119,Resorts Resource Group International
514,Xuddur,SO,70.75,scattered clouds,4.1213,43.8894,Banjanay Hotel
515,Cicanesti,RO,35.2,light snow,45.25,24.6333,Bun'88
516,Narsaq,GL,25.02,overcast clouds,60.9167,-46.05,Sleep In Narsaq
518,Vila,PT,42.33,overcast clouds,42.0304,-8.1588,Hotel Castrum Villae by Walk Hotels
519,Faanui,PF,81.37,scattered clouds,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
520,Ailigandi,PA,80.37,overcast clouds,9.2333,-78.0167,Akwa Reef Lodge
522,Alcaniz,ES,47.43,clear sky,41.05,-0.1333,Hotel Ciudad de Alcañiz
524,Richards Bay,ZA,76.96,overcast clouds,-28.783,32.0377,BON Hotel Waterfront Richards Bay
525,Clearwater,US,73.78,clear sky,27.9659,-82.8001,Shephard's Beach Resort
528,Jalu,LY,56.79,clear sky,29.0331,21.5482,صاحبة الفخامة
529,Lewistown,US,47.61,overcast clouds,40.5992,-77.5714,Quality Inn & Suites
530,Sweetwater,US,76.01,few clouds,25.7634,-80.3731,Li'l Abner Mobile Home Park
531,Launceston,AU,64.15,overcast clouds,-41.45,147.1667,Hotel Grand Chancellor Launceston
532,Piacabucu,BR,78.33,broken clouds,-10.4056,-36.4344,Piaçabuçu News
534,Tabou,CI,80.42,few clouds,4.423,-7.3528,hotêl doufoulougou
535,Mount Isa,AU,78.57,overcast clouds,-20.7333,139.5,ibis Styles Mt Isa Verona
536,Meadow Lake,US,62.55,clear sky,34.8014,-106.5436,TumbleWeed RV Park
537,Tobermory,CA,30.31,snow,45.2501,-81.6665,Escarpment Heights Motel
538,Bath,GB,40.95,broken clouds,51.3779,-2.3591,Francis Hotel Bath - MGallery
539,Gold Coast,AU,80.91,scattered clouds,-28.0,153.4333,Mantra Towers of Chevron Surfers Paradise
540,Limoges,FR,39.76,overcast clouds,45.75,1.3333,Hôtel Le Saint Eloi Logis & SPA - Restaurant C. Pasquier
541,Kiama,AU,69.39,overcast clouds,-34.6833,150.8667,The Sebel Kiama Harbourside
542,Puerto Carreno,CO,85.98,clear sky,6.189,-67.4859,Casa Hotel Victoria
543,Champerico,GT,90.14,clear sky,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
544,Pimentel,PE,68.29,clear sky,-6.8367,-79.9342,Casona Del Muelle
545,Naze,JP,65.32,broken clouds,28.3667,129.4833,Shishime Hotel
546,Botwood,CA,29.68,overcast clouds,49.1499,-55.3482,Exploits Hostel
547,Kamaishi,JP,29.35,clear sky,39.2667,141.8833,Hotel Route Inn Kamaishi
548,Puerto Colombia,CO,80.69,scattered clouds,10.9878,-74.9547,Hotel El Emigrante
549,San Miguel,SV,91.0,few clouds,13.4833,-88.1833,Hotel Tropico Inn San Miguel
551,Lubao,PH,73.42,overcast clouds,14.9167,120.55,Hacienda Gracia
553,Mitsamiouli,KM,80.82,few clouds,-11.3847,43.2844,Foyer ADM
554,Ngawen,ID,75.25,overcast clouds,-7.0032,111.3129,MURAI BATU BIRD FARM BASE'CAMP IBF
555,Siniscola,IT,45.95,overcast clouds,40.5719,9.6922,Hotel Sa Tanca E Bore
556,Yebaishou,CN,30.52,overcast clouds,41.3975,119.6408,Siji Home
557,Lasa,IT,30.61,overcast clouds,46.6166,10.7002,Pension Feldgärtenhof
558,Grindavik,IS,39.67,heavy intensity rain,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
559,Sitges,ES,48.38,clear sky,41.2351,1.8119,URH Sitges Playa
560,Domoni,KM,79.16,few clouds,-12.2569,44.5319,Al Djadid
561,Mayumba,GA,78.58,light rain,-3.432,10.6554,LIKWALE LODGE
562,Svetlogorsk,BY,29.82,overcast clouds,52.6333,29.7333,Hotel Svetlogorsk JBIK
563,Varna,BG,53.44,scattered clouds,43.2167,27.9167,Hotel Gran Ivan
565,Shiyan,CN,45.12,clear sky,32.6475,110.7781,Fenghuang Garden Holiday Hotel
566,Sena Madureira,BR,74.17,moderate rain,-9.0656,-68.6569,Hotel Central
568,Comodoro Rivadavia,AR,67.86,clear sky,-45.8667,-67.5,Austral Hotel
569,Manchester,GB,40.8,broken clouds,53.4809,-2.2374,The Gardens Hotel
570,Los Llanos De Aridane,ES,64.15,broken clouds,28.6585,-17.9182,Valle Aridane
571,Chicama,PE,63.14,overcast clouds,-7.8447,-79.1469,Balihai Bungalows
572,Torres,BR,71.83,broken clouds,-29.3353,-49.7269,Farol Hotel
573,Havoysund,NO,29.28,light snow,70.9963,24.6622,Arctic View Glamping & Restaurant
574,Gondanglegi,ID,75.7,overcast clouds,-7.7479,112.0132,pondok pesantren mamba'ul 'ulum selo rejo
575,Atambua,ID,77.32,overcast clouds,-9.1061,124.8925,Pastori 1 Jemaat Polycarpus
576,Foumban,CM,69.64,overcast clouds,5.7291,10.9001,Hotel Pekassa De Karche
577,Oktyabrskiy,RU,26.49,overcast clouds,54.4815,53.471,Уязы-Тау гостиница
578,Tibagi,BR,65.68,broken clouds,-24.5094,-50.4136,Far View Inn
579,Yinchuan,CN,28.85,broken clouds,38.4681,106.2731,JJ Inns - Yinchuan New Moon Square Branch
580,Olga,RU,33.33,scattered clouds,43.7444,135.2892,Gostinitsa Rosmorport.
581,San Jose,US,69.85,haze,37.3394,-121.895,The Westin San Jose
584,Manokwari,ID,81.57,overcast clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
585,Barcelona,ES,48.25,clear sky,41.3888,2.159,Axel Hotel Barcelona
587,Bosaso,SO,73.94,clear sky,11.2842,49.1816,Red Sea Hotel
589,Lubumbashi,CD,66.2,scattered clouds,-11.6609,27.4794,Glo Flats
590,Arlit,NE,68.43,clear sky,18.7369,7.3853,Case de Passage De la Prefecture
591,Nabire,ID,81.43,overcast clouds,-3.3667,135.4833,Hotel Nusantara Nabire
592,Namatanai,PG,80.82,overcast clouds,-3.6667,152.4333,Seagulls Inn Namatani
593,Vestmanna,FO,36.52,overcast clouds,62.1564,-7.1664,Vestmanna Camping
594,Isla Vista,US,81.68,clear sky,34.4133,-119.861,Best Western Plus South Coast Inn
595,Makarov,RU,37.69,few clouds,48.6333,142.8,Gostinitsa ''yana''
596,Gat,IL,61.39,scattered clouds,31.61,34.7642,OlusHome
598,Astana,KZ,31.95,overcast clouds,51.1801,71.446,King Hotel Astana
599,Girua,BR,79.29,scattered clouds,-28.0283,-54.3497,Colinas Hotel
600,The Valley,AI,81.1,scattered clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
601,Warrnambool,AU,70.81,overcast clouds,-38.3833,142.4833,Lady Bay Resort
602,Lenguazaque,CO,54.07,broken clouds,5.3071,-73.7115,Posada La Casona
603,Andahuaylas,PE,56.77,overcast clouds,-13.6556,-73.3872,La Mansion Casa Hotel
604,Charleston,US,62.11,mist,32.7766,-79.9309,The Mills House Wyndham Grand Hotel
606,Marinette,US,32.45,snow,45.1,-87.6307,AmericInn by Wyndham Menominee
607,Padang,ID,73.45,moderate rain,-0.9492,100.3543,Mercure Padang
608,Abnub,EG,52.02,overcast clouds,27.2696,31.1511,Romany Adly Gad
609,Oudtshoorn,ZA,64.71,light rain,-33.5907,22.2014,Earthbound Guest House
615,Mossendjo,CG,70.03,overcast clouds,-2.9506,12.7261,HOTEL D'ASSISE
616,Linqiong,CN,51.62,overcast clouds,30.4159,103.4609,Tianlun Tanxianglou Hotel
618,Gadwal,IN,71.62,clear sky,16.2333,77.8,MS RESIDENCY
619,Manaure,CO,86.11,broken clouds,11.7751,-72.4445,Hotel Palaaima
620,Pak Phanang,TH,75.07,broken clouds,8.3511,100.202,Green Park Inn Hotel
621,Oxapampa,PE,61.61,overcast clouds,-10.5775,-75.4017,Hotel Heidinger
622,Lorengau,PG,86.27,light rain,-2.0226,147.2712,Lorengau Harbourside Hotel
623,Otane,NZ,70.02,overcast clouds,-39.8833,176.6333,Ludlow Farmstay
624,Muros,ES,53.24,broken clouds,42.7762,-9.0603,Apartment Av. Castelao
627,Atar,MR,69.6,overcast clouds,20.5169,-13.0499,Oumou Elghoura
633,Marystown,CA,35.85,overcast clouds,47.1666,-55.1483,Marystown Hotel & Convention Centre
634,Port Augusta,AU,77.7,overcast clouds,-32.5,137.7667,Majestic Oasis Apartments
636,Gushikawa,JP,69.03,clear sky,26.3544,127.8686,Kirari Guest House
637,Meridian,US,47.82,clear sky,43.6121,-116.3915,Courtyard by Marriott Boise West/Meridian
639,Upata,VE,76.19,broken clouds,8.0086,-62.3989,Posada Villa Nela
640,Villazon,BO,54.41,broken clouds,-22.0866,-65.5942,La Candelaria
641,Xai-Xai,MZ,79.86,broken clouds,-25.0519,33.6442,Complexo da Familia
642,Putina,PE,48.94,moderate rain,-15.4667,-69.4333,Hotel Isla Suasi
643,Kalianget,ID,79.05,heavy intensity rain,-7.05,113.9333,Pesanggrahan Garam
645,Olinda,BR,82.13,scattered clouds,-8.0089,-34.8553,Hotel Albergue de Olinda
646,Teknaf,BD,74.41,overcast clouds,20.8624,92.3058,Forestry Guesthouse
647,Albuquerque,US,64.35,few clouds,35.0845,-106.6511,DoubleTree by Hilton Hotel Albuquerque
648,Lufilufi,WS,83.98,few clouds,-13.8745,-171.5986,Leuaina Beach Resort and Spa
649,Talara,PE,67.1,overcast clouds,-4.5772,-81.2719,Hostal Oro Negro
650,Newport,GB,41.83,broken clouds,51.5877,-2.9984,ibis budget Newport
652,Linxia,CN,26.6,clear sky,35.6003,103.2064,GreenTree Inn Linxia Autonomous Prefecture Linxia Oxford River Avenue Express Hotel
653,Kolaras,IN,64.47,broken clouds,25.2333,77.6,Shiv Shakti Garden (Gayatri Colony)
654,Zheleznodorozhnyy,RU,28.62,overcast clouds,55.7503,38.0042,Hotel Dali
656,Necochea,AR,63.03,clear sky,-38.5473,-58.7368,dyd -mar Hotel
657,Port Moresby,PG,81.82,broken clouds,-9.4431,147.1797,Lamana Hotel (Port Moresby)
658,Sharjah,AE,69.66,broken clouds,25.3573,55.4033,Swiss Belhotel Sharjah
659,San Quintin,MX,64.04,clear sky,30.4833,-115.95,Don Eddie's Sport Fishing Center
660,Camana,PE,68.76,overcast clouds,-16.6228,-72.7111,Hostal Morales
661,Bima,ID,76.78,overcast clouds,-8.4667,118.7167,Lambitu Hotel
662,Pisco,PE,68.05,broken clouds,-13.7,-76.2167,Hotel San Isidro Oficial
663,Dangriga,BZ,82.36,clear sky,16.9692,-88.2321,Chaleanor Hotel
664,Matamoros,MX,80.71,broken clouds,25.5333,-103.25,Quinta Belem
